english,chinese,social,total,count
2,9,9,20,38
2,9,10,21,37
2,9,11,22,37
2,9,12,23,34
2,9,13,24,31
2,9,14,25,23
2,9,15,26,13
2,10,2,14,2
2,10,3,15,15
2,10,4,16,32
2,10,5,17,44
2,10,6,18,48
2,10,7,19,50
2,10,8,20,53
2,10,9,21,55
2,10,10,22,54
2,10,11,23,54
2,10,12,24,49
2,10,13,25,45
2,10,14,26,34
2,10,15,27,19
2,11,2,15,2
2,11,3,16,17
2,11,4,17,37
2,11,5,18,51
2,11,6,19,56
2,11,7,20,59
2,11,8,21,62
2,11,9,22,64
2,11,10,23,64
2,11,11,24,63
2,11,12,25,57
2,11,13,26,52
2,11,14,27,40
2,11,15,28,23
2,12,2,16,2
2,12,3,17,17
2,12,4,18,37
2,12,5,19,50
2,12,6,20,56
2,12,7,21,58
2,12,8,22,62
2,12,9,23,64
2,12,10,24,63
2,12,11,25,63
2,12,12,26,57
2,12,13,27,52
2,12,14,28,39
2,12,15,29,22
2,13,2,17,2
2,13,3,18,13
2,13,4,19,28
2,13,5,20,38
2,13,6,21,42
2,13,7,22,43
2,13,8,23,46
2,13,9,24,48
2,13,10,25,47
2,13,11,26,47
2,13,12,27,42
2,13,13,28,39
2,13,14,29,29
2,13,15,30,17
2,14,2,18,1
2,14,3,19,6
2,14,4,20,14
2,14,5,21,19
2,14,6,22,21
2,14,7,23,22
2,14,8,24,24
2,14,9,25,25
2,14,10,26,24
2,14,11,27,24
2,14,12,28,22
2,14,13,29,20
2,14,14,30,15
2,14,15,31,9
2,15,3,20,2
2,15,4,21,5
2,15,5,22,7
2,15,6,23,8
2,15,7,24,8
2,15,8,25,9
2,15,9,26,9
2,15,10,27,9
2,15,11,28,9
2,15,12,29,8
2,15,13,30,8
2,15,14,31,6
2,15,15,32,3
3,2,3,8,1
3,2,4,9,3
3,2,5,10,4
3,2,6,11,5
3,2,7,12,5
3,2,8,13,5
3,2,9,14,6
3,2,10,15,6
3,2,11,16,6
3,2,12,17,5
3,2,13,18,5
3,2,14,19,3
3,2,15,20,2
3,3,3,9,2
3,3,4,10,5
3,3,5,11,7
3,3,6,12,8
3,3,7,13,8
3,3,8,14,9
3,3,9,15,9
3,3,10,16,9
3,3,11,17,9
3,3,12,18,8
3,3,13,19,7
3,3,14,20,6
3,3,15,21,3
3,4,3,10,3
3,4,4,11,8
3,4,5,12,10
3,4,6,13,11
3,4,7,14,12
3,4,8,15,13
3,4,9,16,13
3,4,10,17,13
3,4,11,18,13
3,4,12,19,12
3,4,13,20,11
3,4,14,21,8
3,4,15,22,5
3,5,2,10,1
3,5,3,11,5
3,5,4,12,11
3,5,5,13,15
3,5,6,14,17
3,5,7,15,18
3,5,8,16,19
3,5,9,17,19
3,5,10,18,19
3,5,11,19,19
3,5,12,20,17
3,5,13,21,16
3,5,14,22,12
3,5,15,23,7
3,6,2,11,1
3,6,3,12,8
3,6,4,13,17
3,6,5,14,23
3,6,6,15,25
3,6,7,16,26
3,6,8,17,28
3,6,9,18,29
3,6,10,19,29
3,6,11,20,29
3,6,12,21,26
3,6,13,22,24
3,6,14,23,18
3,6,15,24,10
3,7,2,12,2
3,7,3,13,12
3,7,4,14,27
3,7,5,15,37
3,7,6,16,41
3,7,7,17,42
3,7,8,18,45
3,7,9,19,47
3,7,10,20,46
3,7,11,21,46
3,7,12,22,41
3,7,13,23,38
3,7,14,24,29
3,7,15,25,16
3,8,2,13,3
3,8,3,14,19
3,8,4,15,42
3,8,5,16,57
3,8,6,17,64
3,8,7,18,66
3,8,8,19,70
3,8,9,20,73
3,8,10,21,72
3,8,11,22,71
3,8,12,23,65
3,8,13,24,59
3,8,14,25,45
3,8,15,26,25
3,9,2,14,4
3,9,3,15,31
3,9,4,16,68
3,9,5,17,93
3,9,6,18,103
3,9,7,19,107
3,9,8,20,114
3,9,9,21,117
3,9,10,22,116
3,9,11,23,115
3,9,12,24,104
3,9,13,25,95
3,9,14,26,72
3,9,15,27,41
3,10,2,15,6
3,10,3,16,45
3,10,4,17,98
3,10,5,18,134
3,10,6,19,149
3,10,7,20,155
3,10,8,21,165
3,10,9,22,170
3,10,10,23,168
3,10,11,24,168
3,10,12,25,152
3,10,13,26,138
3,10,14,27,105
3,10,15,28,60
3,11,2,16,7
3,11,3,17,53
3,11,4,18,115
3,11,5,19,157
3,11,6,20,174
3,11,7,21,181
3,11,8,22,192
3,11,9,23,199
3,11,10,24,196
3,11,11,25,196
3,11,12,26,177
3,11,13,27,161
3,11,14,28,122
3,11,15,29,70
3,12,2,17,7
3,12,3,18,52
3,12,4,19,114
3,12,5,20,155
3,12,6,21,172
3,12,7,22,179
3,12,8,23,190
3,12,9,24,197
3,12,10,25,194
3,12,11,26,193
3,12,12,27,175
3,12,13,28,159
3,12,14,29,121
3,12,15,30,69
3,13,2,18,5
3,13,3,19,39
3,13,4,20,85
3,13,5,21,116
3,13,6,22,129
3,13,7,23,134
3,13,8,24,142
3,13,9,25,147
3,13,10,26,145
3,13,11,27,145
3,13,12,28,131
3,13,13,29,119
3,13,14,30,90
3,13,15,31,51
3,14,2,19,3
3,14,3,20,20
3,14,4,21,44
3,14,5,22,60
3,14,6,23,66
3,14,7,24,69
3,14,8,25,73
3,14,9,26,76
3,14,10,27,75
3,14,11,28,74
3,14,12,29,67
3,14,13,30,61
3,14,14,31,47
3,14,15,32,26
3,15,2,20,1
3,15,3,21,8
3,15,4,22,17
3,15,5,23,23
3,15,6,24,25
3,15,7,25,26
3,15,8,26,28
3,15,9,27,29
3,15,10,28,28
3,15,11,29,28
3,15,12,30,26
3,15,13,31,23
3,15,14,32,18
3,15,15,33,10
4,2,3,9,2
4,2,4,10,3
4,2,5,11,5
4,2,6,12,5
4,2,7,13,5
4,2,8,14,6
4,2,9,15,6
4,2,10,16,6
4,2,11,17,6
4,2,12,18,5
4,2,13,19,5
4,2,14,20,4
4,2,15,21,2
4,3,3,10,3
4,3,4,11,5
4,3,5,12,7
4,3,6,13,8
4,3,7,14,9
4,3,8,15,9
4,3,9,16,9
4,3,10,17,9
4,3,11,18,9
4,3,12,19,8
4,3,13,20,8
4,3,14,21,6
4,3,15,22,3
4,4,3,11,4
4,4,4,12,8
4,4,5,13,11
4,4,6,14,12
4,4,7,15,12
4,4,8,16,13
4,4,9,17,14
4,4,10,18,13
4,4,11,19,13
4,4,12,20,12
4,4,13,21,11
4,4,14,22,8
4,4,15,23,5
4,5,2,11,1
4,5,3,12,5
4,5,4,13,12
4,5,5,14,16
4,5,6,15,18
4,5,7,16,18
4,5,8,17,20
4,5,9,18,20
4,5,10,19,20
4,5,11,20,20
4,5,12,21,18
4,5,13,22,16
4,5,14,23,12
4,5,15,24,7
4,6,2,12,1
4,6,3,13,8
4,6,4,14,18
4,6,5,15,24
4,6,6,16,27
4,6,7,17,28
4,6,8,18,29
4,6,9,19,30
4,6,10,20,30
4,6,11,21,30
4,6,12,22,27
4,6,13,23,25
4,6,14,24,19
4,6,15,25,11
4,7,2,13,2
4,7,3,14,13
4,7,4,15,28
4,7,5,16,38
4,7,6,17,43
4,7,7,18,44
4,7,8,19,47
4,7,9,20,49
4,7,10,21,48
4,7,11,22,48
4,7,12,23,43
4,7,13,24,39
4,7,14,25,30
4,7,15,26,17
4,8,2,14,3
4,8,3,15,20
4,8,4,16,44
4,8,5,17,60
4,8,6,18,67
4,8,7,19,69
4,8,8,20,74
4,8,9,21,76
4,8,10,22,75
4,8,11,23,75
4,8,12,24,68
4,8,13,25,62
4,8,14,26,47
4,8,15,27,27
4,9,2,15,4
4,9,3,16,32
4,9,4,17,71
4,9,5,18,97
4,9,6,19,107
4,9,7,20,112
4,9,8,21,119
4,9,9,22,123
4,9,10,23,121
4,9,11,24,121
4,9,12,25,109
4,9,13,26,99
4,9,14,27,75
4,9,15,28,43
4,10,2,16,6
4,10,3,17,47
4,10,4,18,103
4,10,5,19,141
4,10,6,20,156
4,10,7,21,162
4,10,8,22,172
4,10,9,23,178
4,10,10,24,176
4,10,11,25,175
4,10,12,26,159
4,10,13,27,144
4,10,14,28,110
4,10,15,29,62
4,11,2,17,8
4,11,3,18,55
4,11,4,19,120
4,11,5,20,164
4,11,6,21,182
4,11,7,22,189
4,11,8,23,201
4,11,9,24,208
4,11,10,25,205
4,11,11,26,204
4,11,12,27,185
4,11,13,28,168
4,11,14,29,128
4,11,15,30,73
4,12,2,18,7
4,12,3,19,54
4,12,4,20,119
4,12,5,21,162
4,12,6,22,180
4,12,7,23,187
4,12,8,24,199
4,12,9,25,206
4,12,10,26,203
4,12,11,27,202
4,12,12,28,183
4,12,13,29,167
4,12,14,30,127
4,12,15,31,72
4,13,2,19,6
4,13,3,20,41
4,13,4,21,89
4,13,5,22,121
4,13,6,23,135
4,13,7,24,140
4,13,8,25,149
4,13,9,26,154
4,13,10,27,151
4,13,11,28,151
4,13,12,29,137
4,13,13,30,125
4,13,14,31,95
4,13,15,32,54
4,14,2,20,3
4,14,3,21,21
4,14,4,22,46
4,14,5,23,62
4,14,6,24,69
4,14,7,25,72
4,14,8,26,76
4,14,9,27,79
4,14,10,28,78
4,14,11,29,78
4,14,12,30,70
4,14,13,31,64
4,14,14,32,49
4,14,15,33,28
4,15,2,21,1
4,15,3,22,8
4,15,4,23,17
4,15,5,24,24
4,15,6,25,26
4,15,7,26,27
4,15,8,27,29
4,15,9,28,30
4,15,10,29,30
4,15,11,30,30
4,15,12,31,27
4,15,13,32,24
4,15,14,33,18
4,15,15,34,11
5,2,3,10,1
5,2,4,11,3
5,2,5,12,4
5,2,6,13,5
5,2,7,14,5
5,2,8,15,5
5,2,9,16,5
5,2,10,17,5
5,2,11,18,5
5,2,12,19,5
5,2,13,20,4
5,2,14,21,3
5,2,15,22,2
5,3,3,11,2
5,3,4,12,5
5,3,5,13,7
5,3,6,14,8
5,3,7,15,8
5,3,8,16,8
5,3,9,17,9
5,3,10,18,9
5,3,11,19,9
5,3,12,20,8
5,3,13,21,7
5,3,14,22,5
5,3,15,23,3
5,4,3,12,3
5,4,4,13,7
5,4,5,14,10
5,4,6,15,11
5,4,7,16,11
5,4,8,17,12
5,4,9,18,13
5,4,10,19,12
5,4,11,20,12
5,4,12,21,11
5,4,13,22,10
5,4,14,23,8
5,4,15,24,4
5,5,2,12,1
5,5,3,13,5
5,5,4,14,11
5,5,5,15,15
5,5,6,16,16
5,5,7,17,17
5,5,8,18,18
5,5,9,19,19
5,5,10,20,18
5,5,11,21,18
5,5,12,22,17
5,5,13,23,15
5,5,14,24,11
5,5,15,25,7
5,6,2,13,1
5,6,3,14,7
5,6,4,15,16
5,6,5,16,22
5,6,6,17,25
5,6,7,18,25
5,6,8,19,27
5,6,9,20,28
5,6,10,21,28
5,6,11,22,28
5,6,12,23,25
5,6,13,24,23
5,6,14,25,17
5,6,15,26,10
5,7,2,14,2
5,7,3,15,12
5,7,4,16,26
5,7,5,17,35
5,7,6,18,39
5,7,7,19,41
5,7,8,20,43
5,7,9,21,45
5,7,10,22,44
5,7,11,23,44
5,7,12,24,40
5,7,13,25,36
5,7,14,26,28
5,7,15,27,16
5,8,2,15,3
5,8,3,16,19
5,8,4,17,40
5,8,5,18,55
5,8,6,19,61
5,8,7,20,64
5,8,8,21,68
5,8,9,22,70
5,8,10,23,69
5,8,11,24,69
5,8,12,25,62
5,8,13,26,57
5,8,14,27,43
5,8,15,28,24
5,9,2,16,4
5,9,3,17,30
5,9,4,18,65
5,9,5,19,89
5,9,6,20,99
5,9,7,21,103
5,9,8,22,109
5,9,9,23,113
5,9,10,24,111
5,9,11,25,111
5,9,12,26,101
5,9,13,27,92
5,9,14,28,70
5,9,15,29,40
5,10,2,17,6
5,10,3,18,43
5,10,4,19,95
5,10,5,20,129
5,10,6,21,144
5,10,7,22,149
5,10,8,23,159
5,10,9,24,164
5,10,10,25,162
5,10,11,26,161
5,10,12,27,146
5,10,13,28,133
5,10,14,29,101
5,10,15,30,57
5,11,2,18,7
5,11,3,19,51
5,11,4,20,111
5,11,5,21,151
5,11,6,22,168
5,11,7,23,174
5,11,8,24,185
5,11,9,25,191
5,11,10,26,189
5,11,11,27,188
5,11,12,28,170
5,11,13,29,155
5,11,14,30,118
5,11,15,31,67
5,12,2,19,7
5,12,3,20,50
5,12,4,21,109
5,12,5,22,149
5,12,6,23,166
5,12,7,24,172
5,12,8,25,183
5,12,9,26,189
5,12,10,27,187
5,12,11,28,186
5,12,12,29,169
5,12,13,30,154
5,12,14,31,117
5,12,15,32,66
5,13,2,20,5
5,13,3,21,37
5,13,4,22,82
5,13,5,23,112
5,13,6,24,124
5,13,7,25,129
5,13,8,26,137
5,13,9,27,141
5,13,10,28,139
5,13,11,29,139
5,13,12,30,126
5,13,13,31,115
5,13,14,32,87
5,13,15,33,50
5,14,2,21,3
5,14,3,22,19
5,14,4,23,42
5,14,5,24,57
5,14,6,25,64
5,14,7,26,66
5,14,8,27,70
5,14,9,28,73
5,14,10,29,72
5,14,11,30,72
5,14,12,31,65
5,14,13,32,59
5,14,14,33,45
5,14,15,34,25
5,15,2,22,1
5,15,3,23,7
5,15,4,24,16
5,15,5,25,22
5,15,6,26,24
5,15,7,27,25
5,15,8,28,27
5,15,9,29,28
5,15,10,30,27
5,15,11,31,27
5,15,12,32,25
5,15,13,33,22
5,15,14,34,17
5,15,15,35,10
6,2,3,11,1
6,2,4,12,3
6,2,5,13,4
6,2,6,14,5
6,2,7,15,5
6,2,8,16,5
6,2,9,17,5
6,2,10,18,5
6,2,11,19,5
6,2,12,20,5
6,2,13,21,4
6,2,14,22,3
6,2,15,23,2
6,3,3,12,2
6,3,4,13,5
6,3,5,14,7
6,3,6,15,7
6,3,7,16,8
6,3,8,17,8
6,3,9,18,8
6,3,10,19,8
6,3,11,20,8
6,3,12,21,8
6,3,13,22,7
6,3,14,23,5
6,3,15,24,3
6,4,3,13,3
6,4,4,14,7
6,4,5,15,10
6,4,6,16,11
6,4,7,17,11
6,4,8,18,12
6,4,9,19,12
6,4,10,20,12
6,4,11,21,12
6,4,12,22,11
6,4,13,23,10
6,4,14,24,7
6,4,15,25,4
6,5,2,13,1
6,5,3,14,5
6,5,4,15,10
6,5,5,16,14
6,5,6,17,16
6,5,7,18,16
6,5,8,19,17
6,5,9,20,18
6,5,10,21,18
6,5,11,22,18
6,5,12,23,16
6,5,13,24,15
6,5,14,25,11
6,5,15,26,6
6,6,2,14,1
6,6,3,15,7
6,6,4,16,16
6,6,5,17,21
6,6,6,18,24
6,6,7,19,25
6,6,8,20,26
6,6,9,21,27
6,6,10,22,27
6,6,11,23,27
6,6,12,24,24
6,6,13,25,22
6,6,14,26,17
6,6,15,27,10
6,7,2,15,2
6,7,3,16,12
6,7,4,17,25
6,7,5,18,34
6,7,6,19,38
6,7,7,20,40
6,7,8,21,42
6,7,9,22,44
6,7,10,23,43
6,7,11,24,43
6,7,12,25,39
6,7,13,26,35
6,7,14,27,27
6,7,15,28,15
6,8,2,16,2
6,8,3,17,18
6,8,4,18,39
6,8,5,19,54
6,8,6,20,60
6,8,7,21,62
6,8,8,22,66
6,8,9,23,68
6,8,10,24,67
6,8,11,25,67
6,8,12,26,61
6,8,13,27,55
6,8,14,28,42
6,8,15,29,24
6,9,2,17,4
6,9,3,18,29
6,9,4,19,63
6,9,5,20,87
6,9,6,21,96
6,9,7,22,100
6,9,8,23,106
6,9,9,24,110
6,9,10,25,108
6,9,11,26,108
6,9,12,27,98
6,9,13,28,89
6,9,14,29,68
6,9,15,30,38
6,10,2,18,6
6,10,3,19,42
6,10,4,20,92
6,10,5,21,126
6,10,6,22,140
6,10,7,23,145
6,10,8,24,154
6,10,9,25,159
6,10,10,26,157
6,10,11,27,157
6,10,12,28,142
6,10,13,29,129
6,10,14,30,98
6,10,15,31,56
6,11,2,19,7
6,11,3,20,49
6,11,4,21,107
6,11,5,22,147
6,11,6,23,163
6,11,7,24,169
6,11,8,25,180
6,11,9,26,186
6,11,10,27,183
6,11,11,28,183
6,11,12,29,166
6,11,13,30,151
6,11,14,31,115
6,11,15,32,65
6,12,2,20,7
6,12,3,21,49
6,12,4,22,106
6,12,5,23,145
6,12,6,24,161
6,12,7,25,167
6,12,8,26,178
6,12,9,27,184
6,12,10,28,181
6,12,11,29,181
6,12,12,30,164
6,12,13,31,149
6,12,14,32,113
6,12,15,33,64
6,13,2,21,5
6,13,3,22,36
6,13,4,23,79
6,13,5,24,108
6,13,6,25,120
6,13,7,26,125
6,13,8,27,133
6,13,9,28,137
6,13,10,29,136
6,13,11,30,135
6,13,12,31,122
6,13,13,32,111
6,13,14,33,85
6,13,15,34,48
6,14,2,22,3
6,14,3,23,19
6,14,4,24,41
6,14,5,25,56
6,14,6,26,62
6,14,7,27,64
6,14,8,28,68
6,14,9,29,71
6,14,10,30,70
6,14,11,31,70
6,14,12,32,63
6,14,13,33,57
6,14,14,34,44
6,14,15,35,25
6,15,2,23,1
6,15,3,24,7
6,15,4,25,16
6,15,5,26,21
6,15,6,27,24
6,15,7,28,24
6,15,8,29,26
6,15,9,30,27
6,15,10,31,26
6,15,11,32,26
6,15,12,33,24
6,15,13,34,22
6,15,14,35,17
6,15,15,36,9
7,2,3,12,1
7,2,4,13,3
7,2,5,14,4
7,2,6,15,4
7,2,7,16,5
7,2,8,17,5
7,2,9,18,5
7,2,10,19,5
7,2,11,20,5
7,2,12,21,5
7,2,13,22,4
7,2,14,23,3
7,2,15,24,2
7,3,3,13,2
7,3,4,14,5
7,3,5,15,6
7,3,6,16,7
7,3,7,17,7
7,3,8,18,8
7,3,9,19,8
7,3,10,20,8
7,3,11,21,8
7,3,12,22,7
7,3,13,23,7
7,3,14,24,5
7,3,15,25,3
7,4,3,14,3
7,4,4,15,7
7,4,5,16,9
7,4,6,17,10
7,4,7,18,11
7,4,8,19,11
7,4,9,20,12
7,4,10,21,12
7,4,11,22,12
7,4,12,23,10
7,4,13,24,10
7,4,14,25,7
7,4,15,26,4
7,5,2,14,1
7,5,3,15,5
7,5,4,16,10
7,5,5,17,14
7,5,6,18,15
7,5,7,19,16
7,5,8,20,17
7,5,9,21,18
7,5,10,22,17
7,5,11,23,17
7,5,12,24,16
7,5,13,25,14
7,5,14,26,11
7,5,15,27,6
7,6,2,15,1
7,6,3,16,7
7,6,4,17,15
7,6,5,18,21
7,6,6,19,23
7,6,7,20,24
7,6,8,21,25
7,6,9,22,26
7,6,10,23,26
7,6,11,24,26
7,6,12,25,23
7,6,13,26,21
7,6,14,27,16
7,6,15,28,9
7,7,2,16,2
7,7,3,17,11
7,7,4,18,24
7,7,5,19,33
7,7,6,20,37
7,7,7,21,38
7,7,8,22,41
7,7,9,23,42
7,7,10,24,42
7,7,11,25,42
7,7,12,26,38
7,7,13,27,34
7,7,14,28,26
7,7,15,29,15
7,8,2,17,2
7,8,3,18,17
7,8,4,19,38
7,8,5,20,52
7,8,6,21,58
7,8,7,22,60
7,8,8,23,64
7,8,9,24,66
7,8,10,25,65
7,8,11,26,65
7,8,12,27,59
7,8,13,28,53
7,8,14,29,41
7,8,15,30,23
7,9,2,18,4
7,9,3,19,28
7,9,4,20,61
7,9,5,21,84
7,9,6,22,93
7,9,7,23,97
7,9,8,24,103
7,9,9,25,106
7,9,10,26,105
7,9,11,27,105
7,9,12,28,95
7,9,13,29,86
7,9,14,30,65
7,9,15,31,37
7,10,2,19,6
7,10,3,20,41
7,10,4,21,89
7,10,5,22,122
7,10,6,23,135
7,10,7,24,141
7,10,8,25,149
7,10,9,26,154
7,10,10,27,152
7,10,11,28,152
7,10,12,29,137
7,10,13,30,125
7,10,14,31,95
7,10,15,32,54
7,11,2,20,7
7,11,3,21,48
7,11,4,22,104
7,11,5,23,142
7,11,6,24,158
7,11,7,25,164
7,11,8,26,174
7,11,9,27,180
7,11,10,28,178
7,11,11,29,177
7,11,12,30,160
7,11,13,31,146
7,11,14,32,111
7,11,15,33,63
7,12,2,21,6
7,12,3,22,47
7,12,4,23,103
7,12,5,24,141
7,12,6,25,156
7,12,7,26,162
7,12,8,27,172
7,12,9,28,178
7,12,10,29,176
7,12,11,30,175
7,12,12,31,159
7,12,13,32,144
7,12,14,33,110
7,12,15,34,62
7,13,2,22,5
7,13,3,23,35
7,13,4,24,77
7,13,5,25,105
7,13,6,26,117
7,13,7,27,121
7,13,8,28,129
7,13,9,29,133
7,13,10,30,131
7,13,11,31,131
7,13,12,32,119
7,13,13,33,108
7,13,14,34,82
7,13,15,35,47
7,14,2,23,2
7,14,3,24,18
7,14,4,25,40
7,14,5,26,54
7,14,6,27,60
7,14,7,28,62
7,14,8,29,66
7,14,9,30,68
7,14,10,31,68
7,14,11,32,67
7,14,12,33,61
7,14,13,34,56
7,14,14,35,42
7,14,15,36,24
7,15,2,24,1
7,15,3,25,7
7,15,4,26,15
7,15,5,27,21
7,15,6,28,23
7,15,7,29,24
7,15,8,30,25
7,15,9,31,26
7,15,10,32,26
7,15,11,33,26
7,15,12,34,23
7,15,13,35,21
7,15,14,36,16
7,15,15,37,9
8,2,3,13,1
8,2,4,14,3
8,2,5,15,4
8,2,6,16,4
8,2,7,17,4
8,2,8,18,5
8,2,9,19,5
8,2,10,20,5
8,2,11,21,5
8,2,12,22,4
8,2,13,23,4
8,2,14,24,3
8,2,15,25,2
8,3,3,14,2
8,3,4,15,4
8,3,5,16,6
8,3,6,17,7
8,3,7,18,7
8,3,8,19,7
8,3,9,20,8
8,3,10,21,8
8,3,11,22,8
8,3,12,23,7
8,3,13,24,6
8,3,14,25,5
8,3,15,26,3
8,4,3,15,3
8,4,4,16,6
8,4,5,17,9
8,4,6,18,10
8,4,7,19,10
8,4,8,20,11
8,4,9,21,11
8,4,10,22,11
8,4,11,23,11
8,4,12,24,10
8,4,13,25,9
8,4,14,26,7
8,4,15,27,4
8,5,2,15,1
8,5,3,16,4
8,5,4,17,9
8,5,5,18,13
8,5,6,19,14
8,5,7,20,15
8,5,8,21,16
8,5,9,22,16
8,5,10,23,16
8,5,11,24,16
8,5,12,25,15
8,5,13,26,13
8,5,14,27,10
8,5,15,28,6
8,6,2,16,1
8,6,3,17,7
8,6,4,18,14
8,6,5,19,19
8,6,6,20,22
8,6,7,21,22
8,6,8,22,24
8,6,9,23,25
8,6,10,24,24
8,6,11,25,24
8,6,12,26,22
8,6,13,27,20
8,6,14,28,15
8,6,15,29,9
8,7,2,17,1
8,7,3,18,10
8,7,4,19,23
8,7,5,20,31
8,7,6,21,35
8,7,7,22,36
8,7,8,23,38
8,7,9,24,39
8,7,10,25,39
8,7,11,26,39
8,7,12,27,35
8,7,13,28,32
8,7,14,29,24
8,7,15,30,14
8,8,2,18,2
8,8,3,19,16
8,8,4,20,36
8,8,5,21,49
8,8,6,22,54
8,8,7,23,56
8,8,8,24,60
8,8,9,25,62
8,8,10,26,61
8,8,11,27,61
8,8,12,28,55
8,8,13,29,50
8,8,14,30,38
8,8,15,31,22
8,9,2,19,4
8,9,3,20,26
8,9,4,21,57
8,9,5,22,78
8,9,6,23,87
8,9,7,24,91
8,9,8,25,96
8,9,9,26,99
8,9,10,27,98
8,9,11,28,98
8,9,12,29,89
8,9,13,30,81
8,9,14,31,61
8,9,15,32,35
8,10,2,20,5
8,10,3,21,38
8,10,4,22,83
8,10,5,23,114
8,10,6,24,127
8,10,7,25,132
8,10,8,26,140
8,10,9,27,144
8,10,10,28,142
8,10,11,29,142
8,10,12,30,129
8,10,13,31,117
8,10,14,32,89
8,10,15,33,51
8,11,2,21,6
8,11,3,22,45
8,11,4,23,97
8,11,5,24,133
8,11,6,25,148
8,11,7,26,153
8,11,8,27,163
8,11,9,28,169
8,11,10,29,166
8,11,11,30,166
8,11,12,31,150
8,11,13,32,137
8,11,14,33,104
8,11,15,34,59
8,12,2,22,6
8,12,3,23,44
8,12,4,24,96
8,12,5,25,132
8,12,6,26,146
8,12,7,27,152
8,12,8,28,161
8,12,9,29,167
8,12,10,30,164
8,12,11,31,164
8,12,12,32,148
