english,chinese,social,total,count
2,12,15,29,12
2,13,2,17,2
2,13,3,18,15
2,13,4,19,28
2,13,5,20,32
2,13,6,21,35
2,13,7,22,37
2,13,8,23,40
2,13,9,24,43
2,13,10,25,44
2,13,11,26,41
2,13,12,27,36
2,13,13,28,28
2,13,14,29,17
2,13,15,30,9
2,14,2,18,1
2,14,3,19,8
2,14,4,20,15
2,14,5,21,17
2,14,6,22,18
2,14,7,23,19
2,14,8,24,21
2,14,9,25,22
2,14,10,26,23
2,14,11,27,21
2,14,12,28,19
2,14,13,29,15
2,14,14,30,9
2,14,15,31,5
2,15,3,20,3
2,15,4,21,6
2,15,5,22,7
2,15,6,23,7
2,15,7,24,8
2,15,8,25,8
2,15,9,26,9
2,15,10,27,9
2,15,11,28,8
2,15,12,29,7
2,15,13,30,6
2,15,14,31,3
2,15,15,32,2
3,2,3,8,2
3,2,4,9,4
3,2,5,10,4
3,2,6,11,5
3,2,7,12,5
3,2,8,13,5
3,2,9,14,6
3,2,10,15,6
3,2,11,16,5
3,2,12,17,5
3,2,13,18,4
3,2,14,19,2
3,2,15,20,1
3,3,3,9,4
3,3,4,10,7
3,3,5,11,8
3,3,6,12,8
3,3,7,13,9
3,3,8,14,9
3,3,9,15,10
3,3,10,16,10
3,3,11,17,10
3,3,12,18,9
3,3,13,19,7
3,3,14,20,4
3,3,15,21,2
3,4,2,9,1
3,4,3,10,4
3,4,4,11,8
3,4,5,12,10
3,4,6,13,10
3,4,7,14,11
3,4,8,15,12
3,4,9,16,13
3,4,10,17,13
3,4,11,18,12
3,4,12,19,11
3,4,13,20,8
3,4,14,21,5
3,4,15,22,3
3,5,2,10,1
3,5,3,11,7
3,5,4,12,13
3,5,5,13,15
3,5,6,14,16
3,5,7,15,17
3,5,8,16,19
3,5,9,17,20
3,5,10,18,20
3,5,11,19,19
3,5,12,20,17
3,5,13,21,13
3,5,14,22,8
3,5,15,23,4
3,6,2,11,1
3,6,3,12,11
3,6,4,13,21
3,6,5,14,24
3,6,6,15,26
3,6,7,16,27
3,6,8,17,30
3,6,9,18,32
3,6,10,19,32
3,6,11,20,31
3,6,12,21,27
3,6,13,22,21
3,6,14,23,12
3,6,15,24,6
3,7,2,12,2
3,7,3,13,18
3,7,4,14,33
3,7,5,15,38
3,7,6,16,41
3,7,7,17,43
3,7,8,18,47
3,7,9,19,50
3,7,10,20,51
3,7,11,21,48
3,7,12,22,43
3,7,13,23,33
3,7,14,24,19
3,7,15,25,10
3,8,2,13,3
3,8,3,14,27
3,8,4,15,51
3,8,5,16,58
3,8,6,17,63
3,8,7,18,66
3,8,8,19,72
3,8,9,20,77
3,8,10,21,78
3,8,11,22,74
3,8,12,23,65
3,8,13,24,50
3,8,14,25,30
3,8,15,26,16
3,9,2,14,5
3,9,3,15,41
3,9,4,16,78
3,9,5,17,89
3,9,6,18,96
3,9,7,19,102
3,9,8,20,110
3,9,9,21,119
3,9,10,22,120
3,9,11,23,113
3,9,12,24,100
3,9,13,25,77
3,9,14,26,46
3,9,15,27,24
3,10,2,15,7
3,10,3,16,59
3,10,4,17,112
3,10,5,18,126
3,10,6,19,137
3,10,7,20,145
3,10,8,21,157
3,10,9,22,169
3,10,10,23,171
3,10,11,24,161
3,10,12,25,143
3,10,13,26,110
3,10,14,27,65
3,10,15,28,34
3,11,2,16,9
3,11,3,17,74
3,11,4,18,139
3,11,5,19,158
3,11,6,20,171
3,11,7,21,181
3,11,8,22,196
3,11,9,23,211
3,11,10,24,214
3,11,11,25,201
3,11,12,26,178
3,11,13,27,137
3,11,14,28,81
3,11,15,29,43
3,12,2,17,8
3,12,3,18,69
3,12,4,19,131
3,12,5,20,149
3,12,6,21,161
3,12,7,22,170
3,12,8,23,184
3,12,9,24,198
3,12,10,25,201
3,12,11,26,190
3,12,12,27,168
3,12,13,28,129
3,12,14,29,77
3,12,15,30,40
3,13,2,18,6
3,13,3,19,50
3,13,4,20,95
3,13,5,21,107
3,13,6,22,116
3,13,7,23,123
3,13,8,24,133
3,13,9,25,143
3,13,10,26,145
3,13,11,27,137
3,13,12,28,121
3,13,13,29,93
3,13,14,30,55
3,13,15,31,29
3,14,2,19,3
3,14,3,20,26
3,14,4,21,49
3,14,5,22,56
3,14,6,23,60
3,14,7,24,64
3,14,8,25,69
3,14,9,26,74
3,14,10,27,75
3,14,11,28,71
3,14,12,29,63
3,14,13,30,48
3,14,14,31,29
3,14,15,32,15
3,15,2,20,1
3,15,3,21,10
3,15,4,22,19
3,15,5,23,22
3,15,6,24,24
3,15,7,25,25
3,15,8,26,27
3,15,9,27,29
3,15,10,28,30
3,15,11,29,28
3,15,12,30,25
3,15,13,31,19
3,15,14,32,11
3,15,15,33,6
4,2,3,9,2
4,2,4,10,4
4,2,5,11,5
4,2,6,12,5
4,2,7,13,5
4,2,8,14,6
4,2,9,15,6
4,2,10,16,6
4,2,11,17,6
4,2,12,18,5
4,2,13,19,4
4,2,14,20,2
4,2,15,21,1
4,3,3,10,4
4,3,4,11,7
4,3,5,12,8
4,3,6,13,9
4,3,7,14,10
4,3,8,15,11
4,3,9,16,11
4,3,10,17,11
4,3,11,18,11
4,3,12,19,10
4,3,13,20,7
4,3,14,21,4
4,3,15,22,2
4,4,2,10,1
4,4,3,11,5
4,4,4,12,9
4,4,5,13,11
4,4,6,14,12
4,4,7,15,12
4,4,8,16,13
4,4,9,17,14
4,4,10,18,14
4,4,11,19,14
4,4,12,20,12
4,4,13,21,9
4,4,14,22,6
4,4,15,23,3
4,5,2,11,1
4,5,3,12,8
4,5,4,13,15
4,5,5,14,17
4,5,6,15,18
4,5,7,16,19
4,5,8,17,21
4,5,9,18,22
4,5,10,19,23
4,5,11,20,21
4,5,12,21,19
4,5,13,22,15
4,5,14,23,9
4,5,15,24,5
4,6,2,12,2
4,6,3,13,12
4,6,4,14,24
4,6,5,15,27
4,6,6,16,29
4,6,7,17,31
4,6,8,18,33
4,6,9,19,36
4,6,10,20,36
4,6,11,21,34
4,6,12,22,30
4,6,13,23,23
4,6,14,24,14
4,6,15,25,7
4,7,2,13,2
4,7,3,14,20
4,7,4,15,37
4,7,5,16,42
4,7,6,17,46
4,7,7,18,48
4,7,8,19,52
4,7,9,20,56
4,7,10,21,57
4,7,11,22,54
4,7,12,23,48
4,7,13,24,37
4,7,14,25,22
4,7,15,26,11
4,8,2,14,4
4,8,3,15,30
4,8,4,16,57
4,8,5,17,64
4,8,6,18,70
4,8,7,19,74
4,8,8,20,80
4,8,9,21,86
4,8,10,22,87
4,8,11,23,82
4,8,12,24,73
4,8,13,25,56
4,8,14,26,33
4,8,15,27,17
4,9,2,15,6
4,9,3,16,46
4,9,4,17,88
4,9,5,18,99
4,9,6,19,107
4,9,7,20,114
4,9,8,21,123
4,9,9,22,132
4,9,10,23,134
4,9,11,24,127
4,9,12,25,112
4,9,13,26,86
4,9,14,27,51
4,9,15,28,27
4,10,2,16,8
4,10,3,17,66
4,10,4,18,125
4,10,5,19,141
4,10,6,20,153
4,10,7,21,162
4,10,8,22,175
4,10,9,23,188
4,10,10,24,191
4,10,11,25,180
4,10,12,26,159
4,10,13,27,122
4,10,14,28,73
4,10,15,29,38
4,11,2,17,10
4,11,3,18,82
4,11,4,19,155
4,11,5,20,176
4,11,6,21,191
4,11,7,22,202
4,11,8,23,218
4,11,9,24,235
4,11,10,25,239
4,11,11,26,225
4,11,12,27,199
4,11,13,28,153
4,11,14,29,91
4,11,15,30,48
4,12,2,18,9
4,12,3,19,77
4,12,4,20,146
4,12,5,21,166
4,12,6,22,180
4,12,7,23,190
4,12,8,24,206
4,12,9,25,221
4,12,10,26,225
4,12,11,27,212
4,12,12,28,187
4,12,13,29,144
4,12,14,30,85
4,12,15,31,45
4,13,2,19,7
4,13,3,20,56
4,13,4,21,106
4,13,5,22,120
4,13,6,23,130
4,13,7,24,137
4,13,8,25,148
4,13,9,26,160
4,13,10,27,162
4,13,11,28,153
4,13,12,29,135
4,13,13,30,104
4,13,14,31,62
4,13,15,32,32
4,14,2,20,4
4,14,3,21,29
4,14,4,22,55
4,14,5,23,62
4,14,6,24,67
4,14,7,25,71
4,14,8,26,77
4,14,9,27,83
4,14,10,28,84
4,14,11,29,79
4,14,12,30,70
4,14,13,31,54
4,14,14,32,32
4,14,15,33,17
4,15,2,21,1
4,15,3,22,11
4,15,4,23,22
4,15,5,24,25
4,15,6,25,27
4,15,7,26,28
4,15,8,27,30
4,15,9,28,33
4,15,10,29,33
4,15,11,30,31
4,15,12,31,28
4,15,13,32,21
4,15,14,33,13
4,15,15,34,7
5,2,3,10,2
5,2,4,11,4
5,2,5,12,4
5,2,6,13,5
5,2,7,14,5
5,2,8,15,5
5,2,9,16,6
5,2,10,17,6
5,2,11,18,6
5,2,12,19,5
5,2,13,20,4
5,2,14,21,2
5,2,15,22,1
5,3,3,11,4
5,3,4,12,7
5,3,5,13,8
5,3,6,14,9
5,3,7,15,9
5,3,8,16,10
5,3,9,17,11
5,3,10,18,11
5,3,11,19,10
5,3,12,20,9
5,3,13,21,7
5,3,14,22,4
5,3,15,23,2
5,4,2,11,1
5,4,3,12,5
5,4,4,13,9
5,4,5,14,10
5,4,6,15,11
5,4,7,16,11
5,4,8,17,12
5,4,9,18,13
5,4,10,19,14
5,4,11,20,13
5,4,12,21,11
5,4,13,22,9
5,4,14,23,5
5,4,15,24,3
5,5,2,12,1
5,5,3,13,7
5,5,4,14,14
5,5,5,15,16
5,5,6,16,17
5,5,7,17,18
5,5,8,18,19
5,5,9,19,21
5,5,10,20,21
5,5,11,21,20
5,5,12,22,18
5,5,13,23,14
5,5,14,24,8
5,5,15,25,4
5,6,2,13,1
5,6,3,14,12
5,6,4,15,22
5,6,5,16,25
5,6,6,17,27
5,6,7,18,29
5,6,8,19,31
5,6,9,20,33
5,6,10,21,34
5,6,11,22,32
5,6,12,23,28
5,6,13,24,22
5,6,14,25,13
5,6,15,26,7
5,7,2,14,2
5,7,3,15,18
5,7,4,16,35
5,7,5,17,40
5,7,6,18,43
5,7,7,19,45
5,7,8,20,49
5,7,9,21,53
5,7,10,22,54
5,7,11,23,50
5,7,12,24,45
5,7,13,25,34
5,7,14,26,20
5,7,15,27,11
5,8,2,15,3
5,8,3,16,28
5,8,4,17,53
5,8,5,18,60
5,8,6,19,65
5,8,7,20,69
5,8,8,21,75
5,8,9,22,81
5,8,10,23,82
5,8,11,24,77
5,8,12,25,68
5,8,13,26,52
5,8,14,27,31
5,8,15,28,16
5,9,2,16,5
5,9,3,17,43
5,9,4,18,82
5,9,5,19,93
5,9,6,20,101
5,9,7,21,106
5,9,8,22,115
5,9,9,23,124
5,9,10,24,126
5,9,11,25,119
5,9,12,26,105
5,9,13,27,81
5,9,14,28,48
5,9,15,29,25
5,10,2,17,8
5,10,3,18,62
5,10,4,19,117
5,10,5,20,132
5,10,6,21,143
5,10,7,22,152
5,10,8,23,164
5,10,9,24,176
5,10,10,25,179
5,10,11,26,169
5,10,12,27,149
5,10,13,28,115
5,10,14,29,68
5,10,15,30,36
5,11,2,18,9
5,11,3,19,77
5,11,4,20,146
5,11,5,21,165
5,11,6,22,179
5,11,7,23,189
5,11,8,24,205
5,11,9,25,220
5,11,10,26,223
5,11,11,27,211
5,11,12,28,186
5,11,13,29,143
5,11,14,30,85
5,11,15,31,45
5,12,2,19,9
5,12,3,20,72
5,12,4,21,137
5,12,5,22,155
5,12,6,23,168
5,12,7,24,178
5,12,8,25,193
5,12,9,26,207
5,12,10,27,211
5,12,11,28,198
5,12,12,29,175
5,12,13,30,135
5,12,14,31,80
5,12,15,32,42
5,13,2,20,6
5,13,3,21,52
5,13,4,22,99
5,13,5,23,112
5,13,6,24,121
5,13,7,25,129
5,13,8,26,139
5,13,9,27,150
5,13,10,28,152
5,13,11,29,143
5,13,12,30,127
5,13,13,31,97
5,13,14,32,58
5,13,15,33,30
5,14,2,21,3
5,14,3,22,27
5,14,4,23,51
5,14,5,24,58
5,14,6,25,63
5,14,7,26,67
5,14,8,27,72
5,14,9,28,78
5,14,10,29,79
5,14,11,30,74
5,14,12,31,66
5,14,13,32,50
5,14,14,33,30
5,14,15,34,16
5,15,2,22,1
5,15,3,23,11
5,15,4,24,20
5,15,5,25,23
5,15,6,26,25
5,15,7,27,26
5,15,8,28,29
5,15,9,29,31
5,15,10,30,31
5,15,11,31,29
5,15,12,32,26
5,15,13,33,20
5,15,14,34,12
5,15,15,35,6
6,2,3,11,2
6,2,4,12,3
6,2,5,13,4
6,2,6,14,4
6,2,7,15,5
6,2,8,16,5
6,2,9,17,5
6,2,10,18,5
6,2,11,19,5
6,2,12,20,4
6,2,13,21,3
6,2,14,22,2
6,2,15,23,1
6,3,3,12,3
6,3,4,13,6
6,3,5,14,7
6,3,6,15,8
6,3,7,16,8
6,3,8,17,9
6,3,9,18,9
6,3,10,19,10
6,3,11,20,9
6,3,12,21,8
6,3,13,22,6
6,3,14,23,4
6,3,15,24,2
6,4,2,12,1
6,4,3,13,4
6,4,4,14,8
6,4,5,15,9
6,4,6,16,10
6,4,7,17,10
6,4,8,18,11
6,4,9,19,12
6,4,10,20,12
6,4,11,21,11
6,4,12,22,10
6,4,13,23,8
6,4,14,24,5
6,4,15,25,2
6,5,2,13,1
6,5,3,14,7
6,5,4,15,12
6,5,5,16,14
6,5,6,17,15
6,5,7,18,16
6,5,8,19,17
6,5,9,20,19
6,5,10,21,19
6,5,11,22,18
6,5,12,23,16
6,5,13,24,12
6,5,14,25,7
6,5,15,26,4
6,6,2,14,1
6,6,3,15,10
6,6,4,16,20
6,6,5,17,22
6,6,6,18,24
6,6,7,19,26
6,6,8,20,28
6,6,9,21,30
6,6,10,22,30
6,6,11,23,29
6,6,12,24,25
6,6,13,25,19
6,6,14,26,12
6,6,15,27,6
6,7,2,15,2
6,7,3,16,16
6,7,4,17,31
6,7,5,18,35
6,7,6,19,38
6,7,7,20,40
6,7,8,21,44
6,7,9,22,47
6,7,10,23,48
6,7,11,24,45
6,7,12,25,40
6,7,13,26,31
6,7,14,27,18
6,7,15,28,10
6,8,2,16,3
6,8,3,17,25
6,8,4,18,48
6,8,5,19,54
6,8,6,20,58
6,8,7,21,62
6,8,8,22,67
6,8,9,23,72
6,8,10,24,73
6,8,11,25,69
6,8,12,26,61
6,8,13,27,47
6,8,14,28,28
6,8,15,29,15
6,9,2,17,5
6,9,3,18,39
6,9,4,19,73
6,9,5,20,83
6,9,6,21,90
6,9,7,22,95
6,9,8,23,103
6,9,9,24,111
6,9,10,25,113
6,9,11,26,106
6,9,12,27,94
6,9,13,28,72
6,9,14,29,43
6,9,15,30,22
6,10,2,18,7
6,10,3,19,55
6,10,4,20,104
6,10,5,21,118
6,10,6,22,128
6,10,7,23,136
6,10,8,24,147
6,10,9,25,158
6,10,10,26,160
6,10,11,27,151
6,10,12,28,133
6,10,13,29,103
6,10,14,30,61
6,10,15,31,32
6,11,2,19,8
6,11,3,20,69
6,11,4,21,130
6,11,5,22,147
6,11,6,23,160
6,11,7,24,169
6,11,8,25,183
6,11,9,26,197
6,11,10,27,200
6,11,11,28,188
6,11,12,29,166
6,11,13,30,128
6,11,14,31,76
6,11,15,32,40
6,12,2,20,8
6,12,3,21,65
6,12,4,22,123
6,12,5,23,139
6,12,6,24,151
6,12,7,25,159
6,12,8,26,172
6,12,9,27,185
6,12,10,28,188
6,12,11,29,177
6,12,12,30,157
6,12,13,31,121
6,12,14,32,72
6,12,15,33,38
6,13,2,21,6
6,13,3,22,47
6,13,4,23,88
6,13,5,24,100
6,13,6,25,109
6,13,7,26,115
6,13,8,27,124
6,13,9,28,134
6,13,10,29,136
6,13,11,30,128
6,13,12,31,113
6,13,13,32,87
6,13,14,33,52
6,13,15,34,27
6,14,2,22,3
6,14,3,23,24
6,14,4,24,46
6,14,5,25,52
6,14,6,26,56
6,14,7,27,60
6,14,8,28,64
6,14,9,29,69
6,14,10,30,70
6,14,11,31,66
6,14,12,32,59
6,14,13,33,45
6,14,14,34,27
6,14,15,35,14
6,15,2,23,1
6,15,3,24,10
6,15,4,25,18
6,15,5,26,21
6,15,6,27,22
6,15,7,28,24
6,15,8,29,25
6,15,9,30,27
6,15,10,31,28
6,15,11,32,26
6,15,12,33,23
6,15,13,34,18
6,15,14,35,11
6,15,15,36,6
7,2,3,12,2
7,2,4,13,3
7,2,5,14,4
7,2,6,15,4
7,2,7,16,4
7,2,8,17,5
7,2,9,18,5
7,2,10,19,5
7,2,11,20,5
7,2,12,21,4
7,2,13,22,3
7,2,14,23,2
7,2,15,24,1
7,3,3,13,3
7,3,4,14,6
7,3,5,15,7
7,3,6,16,8
7,3,7,17,8
7,3,8,18,9
7,3,9,19,9
7,3,10,20,9
7,3,11,21,9
7,3,12,22,8
7,3,13,23,6
7,3,14,24,4
7,3,15,25,2
7,4,2,13,1
7,4,3,14,4
7,4,4,15,8
7,4,5,16,9
7,4,6,17,10
7,4,7,18,10
7,4,8,19,11
7,4,9,20,12
7,4,10,21,12
7,4,11,22,11
7,4,12,23,10
7,4,13,24,8
7,4,14,25,5
7,4,15,26,2
7,5,2,14,1
7,5,3,15,6
7,5,4,16,12
7,5,5,17,14
7,5,6,18,15
7,5,7,19,16
7,5,8,20,17
7,5,9,21,18
7,5,10,22,19
7,5,11,23,18
7,5,12,24,16
7,5,13,25,12
7,5,14,26,7
7,5,15,27,4
7,6,2,15,1
7,6,3,16,10
7,6,4,17,20
7,6,5,18,22
7,6,6,19,24
7,6,7,20,25
7,6,8,21,27
7,6,9,22,29
7,6,10,23,30
7,6,11,24,28
7,6,12,25,25
7,6,13,26,19
7,6,14,27,11
7,6,15,28,6
7,7,2,16,2
7,7,3,17,16
7,7,4,18,31
7,7,5,19,35
7,7,6,20,38
7,7,7,21,40
7,7,8,22,43
7,7,9,23,46
7,7,10,24,47
7,7,11,25,44
7,7,12,26,39
7,7,13,27,30
7,7,14,28,18
7,7,15,29,9
7,8,2,17,3
7,8,3,18,25
7,8,4,19,47
7,8,5,20,53
7,8,6,21,58
7,8,7,22,61
7,8,8,23,66
7,8,9,24,71
7,8,10,25,72
7,8,11,26,68
7,8,12,27,60
7,8,13,28,46
7,8,14,29,27
7,8,15,30,14
7,9,2,18,5
7,9,3,19,38
7,9,4,20,72
7,9,5,21,82
7,9,6,22,89
7,9,7,23,94
7,9,8,24,102
7,9,9,25,109
7,9,10,26,111
7,9,11,27,105
7,9,12,28,92
7,9,13,29,71
7,9,14,30,42
7,9,15,31,22
7,10,2,19,7
7,10,3,20,54
7,10,4,21,103
7,10,5,22,117
7,10,6,23,126
7,10,7,24,134
7,10,8,25,145
7,10,9,26,156
7,10,10,27,158
7,10,11,28,149
7,10,12,29,132
7,10,13,30,101
7,10,14,31,60
7,10,15,32,31
7,11,2,20,8
7,11,3,21,68
7,11,4,22,128
7,11,5,23,145
7,11,6,24,158
7,11,7,25,167
7,11,8,26,180
7,11,9,27,194
7,11,10,28,197
7,11,11,29,186
7,11,12,30,164
7,11,13,31,126
7,11,14,32,75
7,11,15,33,39
7,12,2,21,8
7,12,3,22,64
7,12,4,23,121
7,12,5,24,137
7,12,6,25,148
7,12,7,26,157
7,12,8,27,170
7,12,9,28,183
7,12,10,29,186
7,12,11,30,175
7,12,12,31,155
7,12,13,32,119
7,12,14,33,71
7,12,15,34,37
7,13,2,22,6
7,13,3,23,46
7,13,4,24,87
7,13,5,25,99
7,13,6,26,107
7,13,7,27,113
7,13,8,28,123
7,13,9,29,132
7,13,10,30,134
7,13,11,31,126
7,13,12,32,112
7,13,13,33,86
7,13,14,34,51
7,13,15,35,27
7,14,2,23,3
7,14,3,24,24
7,14,4,25,45
7,14,5,26,51
7,14,6,27,56
7,14,7,28,59
7,14,8,29,64
7,14,9,30,68
7,14,10,31,69
7,14,11,32,65
7,14,12,33,58
7,14,13,34,44
7,14,14,35,26
7,14,15,36,14
7,15,2,24,1
7,15,3,25,9
7,15,4,26,18
7,15,5,27,20
7,15,6,28,22
7,15,7,29,23
7,15,8,30,25
7,15,9,31,27
7,15,10,32,27
7,15,11,33,26
7,15,12,34,23
7,15,13,35,18
7,15,14,36,10
7,15,15,37,5
8,2,3,13,2
8,2,4,14,3
8,2,5,15,4
8,2,6,16,4
8,2,7,17,4
8,2,8,18,5
8,2,9,19,5
8,2,10,20,5
8,2,11,21,5
8,2,12,22,4
8,2,13,23,3
8,2,14,24,2
8,2,15,25,1
8,3,3,14,3
8,3,4,15,6
8,3,5,16,7
8,3,6,17,7
8,3,7,18,8
8,3,8,19,8
8,3,9,20,9
8,3,10,21,9
8,3,11,22,9
8,3,12,23,8
8,3,13,24,6
8,3,14,25,3
8,3,15,26,2
8,4,3,15,4
8,4,4,16,8
8,4,5,17,9
8,4,6,18,9
8,4,7,19,10
8,4,8,20,11
8,4,9,21,11
8,4,10,22,12
8,4,11,23,11
8,4,12,24,10
8,4,13,25,7
8,4,14,26,4
8,4,15,27,2
8,5,2,15,1
8,5,3,16,6
8,5,4,17,12
8,5,5,18,13
8,5,6,19,14
8,5,7,20,15
8,5,8,21,17
8,5,9,22,18
8,5,10,23,18
8,5,11,24,17
8,5,12,25,15
8,5,13,26,12
8,5,14,27,7
8,5,15,28,4
8,6,2,16,1
8,6,3,17,10
8,6,4,18,19
8,6,5,19,21
8,6,6,20,23
8,6,7,21,24
8,6,8,22,26
8,6,9,23,28
8,6,10,24,29
8,6,11,25,27
8,6,12,26,24
8,6,13,27,18
8,6,14,28,11
8,6,15,29,6
8,7,2,17,2
8,7,3,18,16
8,7,4,19,30
8,7,5,20,34
8,7,6,21,36
8,7,7,22,38
8,7,8,23,42
8,7,9,24,45
8,7,10,25,45
8,7,11,26,43
8,7,12,27,38
8,7,13,28,29
8,7,14,29,17
8,7,15,30,9
8,8,2,18,3
8,8,3,19,24
8,8,4,20,45
8,8,5,21,51
8,8,6,22,56
8,8,7,23,59
8,8,8,24,64
8,8,9,25,68
8,8,10,26,69
8,8,11,27,65
8,8,12,28,58
8,8,13,29,44
8,8,14,30,26
8,8,15,31,14
8,9,2,19,4
8,9,3,20,37
8,9,4,21,70
8,9,5,22,79
8,9,6,23,86
8,9,7,24,90
8,9,8,25,98
8,9,9,26,105
8,9,10,27,107
8,9,11,28,101
8,9,12,29,89
8,9,13,30,68
8,9,14,31,41
8,9,15,32,21
8,10,2,20,6
8,10,3,21,52
8,10,4,22,99
8,10,5,23,112
8,10,6,24,122
8,10,7,25,129
8,10,8,26,139
8,10,9,27,150
8,10,10,28,152
8,10,11,29,143
8,10,12,30,127
8,10,13,31,97
8,10,14,32,58
8,10,15,33,30
8,11,2,21,8
8,11,3,22,65
8,11,4,23,124
8,11,5,24,140
8,11,6,25,152
8,11,7,26,161
8,11,8,27,174
8,11,9,28,187
8,11,10,29,190
8,11,11,30,179
8,11,12,31,158
8,11,13,32,122
8,11,14,33,72
8,11,15,34,38
8,12,2,22,7
8,12,3,23,62
8,12,4,24,117
8,12,5,25,132
8,12,6,26,143
8,12,7,27,151
8,12,8,28,164
