english,chinese,social,total,count
13,5,11,29,29
13,5,10,28,27
13,5,9,27,28
13,5,8,26,24
13,5,7,25,16
13,5,6,24,12
13,5,5,23,7
13,5,4,22,4
13,5,3,21,1
13,4,15,32,2
13,4,14,31,5
13,4,13,30,9
13,4,12,29,14
13,4,11,28,18
13,4,10,27,17
13,4,9,26,17
13,4,8,25,15
13,4,7,24,10
13,4,6,23,7
13,4,5,22,4
13,4,4,21,2
13,4,3,20,1
13,3,15,31,2
13,3,14,30,4
13,3,13,29,6
13,3,12,28,10
13,3,11,27,12
13,3,10,26,12
13,3,9,25,12
13,3,8,24,10
13,3,7,23,7
13,3,6,22,5
13,3,5,21,3
13,3,4,20,2
13,2,15,30,1
13,2,14,29,2
13,2,13,28,4
13,2,12,27,6
13,2,11,26,7
13,2,10,25,7
13,2,9,24,7
13,2,8,23,6
13,2,7,22,4
13,2,6,21,3
13,2,5,20,2
13,2,4,19,1
12,15,15,42,4
12,15,14,41,9
12,15,13,40,15
12,15,12,39,23
12,15,11,38,30
12,15,10,37,29
12,15,9,36,29
12,15,8,35,24
12,15,7,34,16
12,15,6,33,12
12,15,5,32,7
12,15,4,31,4
12,15,3,30,1
12,14,15,41,9
12,14,14,40,20
12,14,13,39,36
12,14,12,38,54
12,14,11,37,70
12,14,10,36,67
12,14,9,35,68
12,14,8,34,57
12,14,7,33,38
12,14,6,32,29
12,14,5,31,17
12,14,4,30,9
12,14,3,29,3
12,13,15,40,17
12,13,14,39,37
12,13,13,38,66
12,13,12,37,101
12,13,11,36,130
12,13,10,35,124
12,13,9,34,126
12,13,8,33,106
12,13,7,32,71
12,13,6,31,53
12,13,5,30,32
12,13,4,29,16
12,13,3,28,5
12,12,15,39,23
12,12,14,38,52
12,12,13,37,92
12,12,12,36,141
12,12,11,35,181
12,12,10,34,173
12,12,9,33,176
12,12,8,32,148
12,12,7,31,99
12,12,6,30,74
12,12,5,29,44
12,12,4,28,22
12,12,3,27,6
12,12,2,26,1
12,11,15,38,26
12,11,14,37,58
12,11,13,36,103
12,11,12,35,157
12,11,11,34,202
12,11,10,33,193
12,11,9,32,196
12,11,8,31,165
12,11,7,30,110
12,11,6,29,82
12,11,5,28,49
12,11,4,27,25
12,11,3,26,7
12,11,2,25,1
12,10,15,37,25
12,10,14,36,57
12,10,13,35,101
12,10,12,34,154
12,10,11,33,198
12,10,10,32,189
12,10,9,31,193
12,10,8,30,162
12,10,7,29,108
12,10,6,28,81
12,10,5,27,48
12,10,4,26,24
12,10,3,25,7
12,10,2,24,1
12,9,15,36,21
12,9,14,35,46
12,9,13,34,82
12,9,12,33,125
12,9,11,32,161
12,9,10,31,153
12,9,9,30,156
12,9,8,29,131
12,9,7,28,88
12,9,6,27,65
12,9,5,26,39
12,9,4,25,20
12,9,3,24,6
12,8,15,35,15
12,8,14,34,33
12,8,13,33,59
12,8,12,32,89
12,8,11,31,115
12,8,10,30,110
12,8,9,29,112
12,8,8,28,94
12,8,7,27,63
12,8,6,26,47
12,8,5,25,28
12,8,4,24,14
12,8,3,23,4
12,7,15,34,10
12,7,14,33,23
12,7,13,32,40
12,7,12,31,61
12,7,11,30,79
12,7,10,29,75
12,7,9,28,76
12,7,8,27,64
12,7,7,26,43
12,7,6,25,32
12,7,5,24,19
12,7,4,23,10
12,7,3,22,3
12,6,15,33,7
12,6,14,32,15
12,6,13,31,26
12,6,12,30,40
12,6,11,29,51
12,6,10,28,49
12,6,9,27,50
12,6,8,26,42
12,6,7,25,28
12,6,6,24,21
12,6,5,23,12
12,6,4,22,6
12,6,3,21,2
12,5,15,32,4
12,5,14,31,9
12,5,13,30,16
12,5,12,29,24
12,5,11,28,31
12,5,10,27,30
12,5,9,26,30
12,5,8,25,26
12,5,7,24,17
12,5,6,23,13
12,5,5,22,8
12,5,4,21,4
12,5,3,20,1
12,4,15,31,2
12,4,14,30,6
12,4,13,29,10
12,4,12,28,15
12,4,11,27,19
12,4,10,26,18
12,4,9,25,19
12,4,8,24,16
12,4,7,23,11
12,4,6,22,8
12,4,5,21,5
12,4,4,20,2
12,4,3,19,1
12,3,15,30,2
12,3,14,29,4
12,3,13,28,7
12,3,12,27,11
12,3,11,26,14
12,3,10,25,13
12,3,9,24,13
12,3,8,23,11
12,3,7,22,7
12,3,6,21,6
12,3,5,20,3
12,3,4,19,2
12,2,15,29,1
12,2,14,28,2
12,2,13,27,4
12,2,12,26,6
12,2,11,25,8
12,2,10,24,8
12,2,9,23,8
12,2,8,22,7
12,2,7,21,4
12,2,6,20,3
12,2,5,19,2
12,2,4,18,1
11,15,15,41,4
11,15,14,40,9
11,15,13,39,15
11,15,12,38,23
11,15,11,37,29
11,15,10,36,28
11,15,9,35,29
11,15,8,34,24
11,15,7,33,16
11,15,6,32,12
11,15,5,31,7
11,15,4,30,4
11,15,3,29,1
11,14,15,40,9
11,14,14,39,20
11,14,13,38,35
11,14,12,37,53
11,14,11,36,69
11,14,10,35,66
11,14,9,34,67
11,14,8,33,56
11,14,7,32,38
11,14,6,31,28
11,14,5,30,17
11,14,4,29,8
11,14,3,28,2
11,13,15,39,16
11,13,14,38,37
11,13,13,37,65
11,13,12,36,99
11,13,11,35,127
11,13,10,34,122
11,13,9,33,124
11,13,8,32,104
11,13,7,31,70
11,13,6,30,52
11,13,5,29,31
11,13,4,28,16
11,13,3,27,5
11,12,15,38,23
11,12,14,37,52
11,12,13,36,91
11,12,12,35,139
11,12,11,34,178
11,12,10,33,170
11,12,9,32,173
11,12,8,31,146
11,12,7,30,97
11,12,6,29,73
11,12,5,28,43
11,12,4,27,22
11,12,3,26,6
11,11,15,37,25
11,11,14,36,57
11,11,13,35,101
11,11,12,34,154
11,11,11,33,198
11,11,10,32,189
11,11,9,31,192
11,11,8,30,162
11,11,7,29,108
11,11,6,28,81
11,11,5,27,48
11,11,4,26,24
11,11,3,25,7
11,11,2,24,1
11,10,15,36,25
11,10,14,35,56
11,10,13,34,99
11,10,12,33,151
11,10,11,32,195
11,10,10,31,186
11,10,9,30,189
11,10,8,29,159
11,10,7,28,106
11,10,6,27,79
11,10,5,26,48
11,10,4,25,24
11,10,3,24,7
11,10,2,23,1
11,9,15,35,20
11,9,14,34,46
11,9,13,33,80
11,9,12,32,123
11,9,11,31,158
11,9,10,30,151
11,9,9,29,153
11,9,8,28,129
11,9,7,27,86
11,9,6,26,64
11,9,5,25,39
11,9,4,24,19
11,9,3,23,6
11,8,15,34,14
11,8,14,33,33
11,8,13,32,58
11,8,12,31,88
11,8,11,30,113
11,8,10,29,108
11,8,9,28,110
11,8,8,27,92
11,8,7,26,62
11,8,6,25,46
11,8,5,24,28
11,8,4,23,14
11,8,3,22,4
11,7,15,33,10
11,7,14,32,22
11,7,13,31,39
11,7,12,30,60
11,7,11,29,77
11,7,10,28,74
11,7,9,27,75
11,7,8,26,63
11,7,7,25,42
11,7,6,24,31
11,7,5,23,19
11,7,4,22,10
11,7,3,21,3
11,6,15,32,6
11,6,14,31,14
11,6,13,30,26
11,6,12,29,39
11,6,11,28,50
11,6,10,27,48
11,6,9,26,49
11,6,8,25,41
11,6,7,24,27
11,6,6,23,20
11,6,5,22,12
11,6,4,21,6
11,6,3,20,2
11,5,15,31,4
11,5,14,30,9
11,5,13,29,16
11,5,12,28,24
11,5,11,27,31
11,5,10,26,29
11,5,9,25,30
11,5,8,24,25
11,5,7,23,17
11,5,6,22,13
11,5,5,21,7
11,5,4,20,4
11,5,3,19,1
11,4,15,30,2
11,4,14,29,5
11,4,13,28,10
11,4,12,27,15
11,4,11,26,19
11,4,10,25,18
11,4,9,24,18
11,4,8,23,16
11,4,7,22,10
11,4,6,21,8
11,4,5,20,5
11,4,4,19,2
11,4,3,18,1
11,3,15,29,2
11,3,14,28,4
11,3,13,27,7
11,3,12,26,10
11,3,11,25,13
11,3,10,24,13
11,3,9,23,13
11,3,8,22,11
11,3,7,21,7
11,3,6,20,5
11,3,5,19,3
11,3,4,18,2
11,2,15,28,1
11,2,14,27,2
11,2,13,26,4
11,2,12,25,6
11,2,11,24,8
11,2,10,23,8
11,2,9,22,8
11,2,8,21,7
11,2,7,20,4
11,2,6,19,3
11,2,5,18,2
11,2,4,17,1
10,15,15,40,4
10,15,14,39,8
10,15,13,38,15
10,15,12,37,22
10,15,11,36,29
10,15,10,35,27
10,15,9,34,28
10,15,8,33,23
10,15,7,32,16
10,15,6,31,12
10,15,5,30,7
10,15,4,29,4
10,15,3,28,1
10,14,15,39,9
10,14,14,38,19
10,14,13,37,34
10,14,12,36,52
10,14,11,35,67
10,14,10,34,64
10,14,9,33,65
10,14,8,32,54
10,14,7,31,36
10,14,6,30,27
10,14,5,29,16
10,14,4,28,8
10,14,3,27,2
10,13,15,38,16
10,13,14,37,36
10,13,13,36,63
10,13,12,35,96
10,13,11,34,123
10,13,10,33,118
10,13,9,32,120
10,13,8,31,101
10,13,7,30,67
10,13,6,29,50
10,13,5,28,30
10,13,4,27,15
10,13,3,26,4
10,12,15,37,22
10,12,14,36,50
10,12,13,35,88
10,12,12,34,134
10,12,11,33,173
10,12,10,32,165
10,12,9,31,168
10,12,8,30,141
10,12,7,29,94
10,12,6,28,70
10,12,5,27,42
10,12,4,26,21
10,12,3,25,6
10,11,15,36,25
10,11,14,35,56
10,11,13,34,98
10,11,12,33,149
10,11,11,32,192
10,11,10,31,183
10,11,9,30,186
10,11,8,29,157
10,11,7,28,105
10,11,6,27,78
10,11,5,26,47
10,11,4,25,24
10,11,3,24,7
10,11,2,23,1
10,10,15,35,24
10,10,14,34,55
10,10,13,33,96
10,10,12,32,147
10,10,11,31,189
10,10,10,30,180
10,10,9,29,183
10,10,8,28,154
10,10,7,27,103
10,10,6,26,77
10,10,5,25,46
10,10,4,24,23
10,10,3,23,7
10,10,2,22,1
10,9,15,34,20
10,9,14,33,44
10,9,13,32,78
10,9,12,31,119
10,9,11,30,153
10,9,10,29,146
10,9,9,28,148
10,9,8,27,125
10,9,7,26,83
10,9,6,25,62
10,9,5,24,37
10,9,4,23,19
10,9,3,22,5
10,8,15,33,14
10,8,14,32,32
10,8,13,31,56
10,8,12,30,85
10,8,11,29,109
10,8,10,28,105
10,8,9,27,106
10,8,8,26,89
10,8,7,25,60
10,8,6,24,45
10,8,5,23,27
10,8,4,22,13
10,8,3,21,4
10,7,15,32,10
10,7,14,31,22
10,7,13,30,38
10,7,12,29,58
10,7,11,28,75
10,7,10,27,72
10,7,9,26,73
10,7,8,25,61
10,7,7,24,41
10,7,6,23,31
10,7,5,22,18
10,7,4,21,9
10,7,3,20,3
10,6,15,31,6
10,6,14,30,14
10,6,13,29,25
10,6,12,28,38
10,6,11,27,49
10,6,10,26,46
10,6,9,25,47
10,6,8,24,40
10,6,7,23,27
10,6,6,22,20
10,6,5,21,12
10,6,4,20,6
10,6,3,19,2
10,5,15,30,4
10,5,14,29,9
10,5,13,28,15
10,5,12,27,23
10,5,11,26,30
10,5,10,25,28
10,5,9,24,29
10,5,8,23,24
10,5,7,22,16
10,5,6,21,12
10,5,5,20,7
10,5,4,19,4
10,5,3,18,1
10,4,15,29,2
10,4,14,28,5
10,4,13,27,9
10,4,12,26,14
10,4,11,25,18
10,4,10,24,18
10,4,9,23,18
10,4,8,22,15
10,4,7,21,10
10,4,6,20,8
10,4,5,19,4
10,4,4,18,2
10,4,3,17,1
10,3,15,28,2
10,3,14,27,4
10,3,13,26,7
10,3,12,25,10
10,3,11,24,13
10,3,10,23,12
10,3,9,22,13
10,3,8,21,11
10,3,7,20,7
10,3,6,19,5
10,3,5,18,3
10,3,4,17,2
10,2,15,27,1
10,2,14,26,2
10,2,13,25,4
10,2,12,24,6
10,2,11,23,8
10,2,10,22,7
10,2,9,21,7
10,2,8,20,6
10,2,7,19,4
10,2,6,18,3
10,2,5,17,2
10,2,4,16,1
9,15,15,39,4
9,15,14,38,8
9,15,13,37,14
9,15,12,36,22
9,15,11,35,28
9,15,10,34,27
9,15,9,33,28
9,15,8,32,23
9,15,7,31,15
9,15,6,30,12
9,15,5,29,7
9,15,4,28,3
9,15,3,27,1
9,14,15,38,8
9,14,14,37,19
9,14,13,36,34
9,14,12,35,52
9,14,11,34,66
9,14,10,33,63
9,14,9,32,64
9,14,8,31,54
9,14,7,30,36
9,14,6,29,27
9,14,5,28,16
9,14,4,27,8
9,14,3,26,2
9,13,15,37,16
9,13,14,36,35
9,13,13,35,63
9,13,12,34,95
9,13,11,33,123
9,13,10,32,117
9,13,9,31,119
9,13,8,30,100
9,13,7,29,67
9,13,6,28,50
9,13,5,27,30
9,13,4,26,15
9,13,3,25,4
9,12,15,36,22
9,12,14,35,50
9,12,13,34,87
9,12,12,33,134
9,12,11,32,172
9,12,10,31,164
9,12,9,30,167
9,12,8,29,140
9,12,7,28,94
9,12,6,27,70
9,12,5,26,42
9,12,4,25,21
9,12,3,24,6
9,11,15,35,24
9,11,14,34,55
9,11,13,33,97
9,11,12,32,148
9,11,11,31,191
9,11,10,30,182
9,11,9,29,185
9,11,8,28,156
9,11,7,27,104
9,11,6,26,78
9,11,5,25,47
9,11,4,24,24
9,11,3,23,7
9,11,2,22,1
9,10,15,34,24
9,10,14,33,54
9,10,13,32,96
9,10,12,31,146
9,10,11,30,188
9,10,10,29,179
9,10,9,28,182
9,10,8,27,153
9,10,7,26,102
9,10,6,25,76
9,10,5,24,46
9,10,4,23,23
9,10,3,22,7
9,10,2,21,1
9,9,15,33,19
9,9,14,32,44
9,9,13,31,77
9,9,12,30,118
9,9,11,29,152
9,9,10,28,145
9,9,9,27,148
9,9,8,26,124
9,9,7,25,83
9,9,6,24,62
9,9,5,23,37
9,9,4,22,19
9,9,3,21,5
9,8,15,32,14
9,8,14,31,31
9,8,13,30,55
9,8,12,29,85
9,8,11,28,109
9,8,10,27,104
9,8,9,26,106
9,8,8,25,89
9,8,7,24,59
9,8,6,23,44
9,8,5,22,27
9,8,4,21,13
9,8,3,20,4
9,7,15,31,10
9,7,14,30,22
9,7,13,29,38
9,7,12,28,58
9,7,11,27,74
9,7,10,26,71
9,7,9,25,72
9,7,8,24,61
9,7,7,23,41
9,7,6,22,30
9,7,5,21,18
9,7,4,20,9
9,7,3,19,3
9,6,15,30,6
9,6,14,29,14
9,6,13,28,25
9,6,12,27,38
9,6,11,26,48
9,6,10,25,46
9,6,9,24,47
9,6,8,23,39
9,6,7,22,26
9,6,6,21,20
9,6,5,20,12
9,6,4,19,6
9,6,3,18,2
9,5,15,29,4
9,5,14,28,9
9,5,13,27,15
9,5,12,26,23
9,5,11,25,30
9,5,10,24,28
9,5,9,23,29
9,5,8,22,24
9,5,7,21,16
9,5,6,20,12
9,5,5,19,7
9,5,4,18,4
9,5,3,17,1
9,4,15,28,2
9,4,14,27,5
9,4,13,26,9
9,4,12,25,14
9,4,11,24,18
9,4,10,23,17
9,4,9,22,18
9,4,8,21,15
9,4,7,20,10
9,4,6,19,7
9,4,5,18,4
9,4,4,17,2
9,4,3,16,1
9,3,15,27,2
9,3,14,26,4
9,3,13,25,7
9,3,12,24,10
9,3,11,23,13
9,3,10,22,12
9,3,9,21,12
9,3,8,20,10
9,3,7,19,7
9,3,6,18,5
9,3,5,17,3
9,3,4,16,2
9,2,15,26,1
9,2,14,25,2
9,2,13,24,4
9,2,12,23,6
9,2,11,22,8
9,2,10,21,7
9,2,9,20,7
9,2,8,19,6
9,2,7,18,4
9,2,6,17,3
9,2,5,16,2
9,2,4,15,1
8,15,15,38,3
8,15,14,37,8
8,15,13,36,14
8,15,12,35,21
8,15,11,34,27
8,15,10,33,26
8,15,9,32,27
8,15,8,31,22
8,15,7,30,15
8,15,6,29,11
8,15,5,28,7
8,15,4,27,3
8,15,3,26,1
8,14,15,37,8
8,14,14,36,18
8,14,13,35,33
8,14,12,34,50
8,14,11,33,64
8,14,10,32,61
8,14,9,31,62
8,14,8,30,52
8,14,7,29,35
8,14,6,28,26
8,14,5,27,16
8,14,4,26,8
8,14,3,25,2
8,13,15,36,15
8,13,14,35,34
8,13,13,34,60
8,13,12,33,92
8,13,11,32,118
8,13,10,31,113
8,13,9,30,115
8,13,8,29,97
8,13,7,28,65
8,13,6,27,48
8,13,5,26,29
8,13,4,25,15
8,13,3,24,4
8,12,15,35,21
8,12,14,34,48
8,12,13,33,84
8,12,12,32,129
8,12,11,31,166
8,12,10,30,158
8,12,9,29,161
8,12,8,28,135
8,12,7,27,90
8,12,6,26,68
8,12,5,25,40
8,12,4,24,20
8,12,3,23,6
8,11,15,34,24
8,11,14,33,53
8,11,13,32,94
8,11,12,31,143
8,11,11,30,184
8,11,10,29,176
8,11,9,28,179
8,11,8,27,151
8,11,7,26,101
8,11,6,25,75
8,11,5,24,45
8,11,4,23,23
8,11,3,22,7
8,11,2,21,1
8,10,15,33,23
8,10,14,32,52
8,10,13,31,92
8,10,12,30,141
8,10,11,29,181
8,10,10,28,173
8,10,9,27,176
8,10,8,26,148
8,10,7,25,99
8,10,6,24,74
8,10,5,23,44
8,10,4,22,22
8,10,3,21,6
8,9,15,32,19
8,9,14,31,42
8,9,13,30,75
8,9,12,29,114
8,9,11,28,147
8,9,10,27,140
8,9,9,26,142
8,9,8,25,120
8,9,7,24,80
8,9,6,23,60
8,9,5,22,36
8,9,4,21,18
8,9,3,20,5
8,8,15,31,13
8,8,14,30,30
8,8,13,29,54
8,8,12,28,82
8,8,11,27,105
8,8,10,26,100
8,8,9,25,102
8,8,8,24,86
8,8,7,23,57
8,8,6,22,43
8,8,5,21,26
8,8,4,20,13
8,8,3,19,4
8,7,15,30,9
8,7,14,29,21
8,7,13,28,37
8,7,12,27,56
8,7,11,26,72
8,7,10,25,69
8,7,9,24,70
8,7,8,23,59
8,7,7,22,39
8,7,6,21,29
8,7,5,20,18
8,7,4,19,9
8,7,3,18,3
8,6,15,29,6
8,6,14,28,13
8,6,13,27,24
8,6,12,26,36
8,6,11,25,47
8,6,10,24,45
8,6,9,23,45
8,6,8,22,38
8,6,7,21,25
8,6,6,20,19
8,6,5,19,11
8,6,4,18,6
8,6,3,17,2
